"Name","Gross Export","Share","Code","Sector"
"Cash registers, calculators, etc.","236768","0.0005615014330918358","8470","Machinery"
"Computers","5847892","0.013868427061791633","8471","Machinery"
"Other office machines","188813","0.00044777491082565547","8472","Machinery"
"Parts and accessories for office machines","5058208","0.01199567104032888","8473","Machinery"
"Machinery for working minerals","5597098","0.013273662607089844","8474","Machinery"
"Machines for assembling electric lamps","12946","0.000030701773689041195","8475","Machinery"
"Automatic goods-vending machines","12671","0.000030049604079548973","8476","Machinery"
"Machinery for working rubber or plastics","2596559","0.006157806796558252","8477","Machinery"
"Machinery for preparing tobacco","129583","0.00030730943457029394","8478","Machinery"
"Machines n.e.c.","7062560","0.016749043626237817","8479","Machinery"
"Molding boxes for metal foundry","8450700","0.0200410535234034","8480","Machinery"
"Appliances for thermostatically controlled valves","63045452","0.14951391931309357","8481","Machinery"
"Ball or roller bearings","430081","0.0010199482102546367","8482","Machinery"
"Transmission shafts","2104126","0.004989989206336126","8483","Machinery"
"Gaskets and similar joints of metal sheeting","791850","0.0018778927464596998","8484","Machinery"
"Machinery parts, not containing electrical features, n.e.c.","9678062","0.022951774237023746","8485","Machinery"
"Electric motors and generators","38298604","0.09082612950828116","8501","Electronics"
"Electric generating sets and rotary converters","7910890","0.018760880152857956","8502","Electronics"
"Parts for use with electric generators","6862919","0.016275589833479136","8503","Electronics"
"Electrical transformers","77762232","0.1844151435515771","8504","Electronics"
"Electromagnets","869134","0.002061173750459689","8505","Electronics"
"Primary cells and primary batteries","738001","0.0017501884508177115","8506","Electronics"
"Batteries","17197620","0.0407846004348933","8507","Electronics"
"Vacuum cleaners","121709","0.00028863604000614205","8508","Electronics"
"Electromechanical domestic appliances","2860427","0.00678357658025823","8509","Electronics"
"Electric shavers and hair clippers","4175","0.000009901120435018306","8510","Electronics"
"Electrical ignition equipment","1793270","0.004252786165869528","8511","Electronics"
"Electrical lighting equipment used for motor vehicles","170508688","0.404365761701787","8512","Electronics"
"Portable electric lamps","71319","0.00016913485228863966","8513","Electronics"
"Industrial electric furnaces","1294919","0.0030709338856511306","8514","Electronics"
"Electric soldering machines","1125894","0.002670086728398683","8515","Electronics"
"Electric heaters","2132782","0.005057947651171069","8516","Electronics"
"Telephones","3955126","0.009379683559681967","8517","Electronics"
"Microphones","19593386","0.04646622144091056","8518","Electronics"
"Sound reproducing apparatus","7474","0.000017724784223072293","8519","Electronics"
"Video recording apparatus","11635833","0.02759467877718811","8521","Electronics"
"Parts and accessories for video or sound equipment","14228","0.00003374206983220131","8522","Electronics"
"Sound storage media","3698298","0.00877060931798499","8523","Electronics"
"Tapes, cassettes, records and compact disks","227181","0.0005387656147420105","8524","Electronics"
"Transmission apparatus for radio, telephone and TV","111212760","0.26374393549000874","8525","Electronics"
"Radar","15255122","0.036177916209077204","8526","Electronics"
"Reception apparatus for radio broadcasting","530973","0.0012592161965851436","8527","Electronics"
"Monitors and projectors","2325725","0.005515516963768371","8528","Electronics"
"Parts of radios, telephones, and T.V.s","2034994","0.00482604088108734","8529","Electronics"
"Electric signal and traffic controls","103320","0.0002450260511008602","8530","Electronics"
"Electric sound or visual signaling apparatus","1640175","0.003889717415450575","8531","Electronics"
"Electrical capacitors","7548775","0.017902115068707862","8532","Electronics"
"Electrical resistors","239418","0.0005677859766014881","8533","Electronics"
"Electronic printed circuits","16164639","0.03833485928804644","8534","Electronics"
"Electrical apparatus for > 1k volts","7622490","0.018076932096939564","8535","Electronics"
"Electrical apparatus for < 1k volts","272622816","0.6465320561796013","8536","Electronics"
"Electrical boards","258087760","0.6120617951051738","8537","Electronics"
"Parts for electrical apparatus","83447352","0.19789755260727324","8538","Electronics"
"Electrical filament","25134528","0.05960718294738678","8539","Electronics"
"Thermionic, cold cathode or photocathode tubes","7631","0.000018097113781946033","8540","Electronics"
"Semiconductor devices","144981200","0.34382666395532363","8541","Electronics"
"Electronic integrated circuits","342840288","0.8130546063387691","8542","Electronics"
"Electrical machines with individual functions n.e.c.","34710584","0.08231704731828011","8543","Electronics"
"Insulated electrical wire","2953549056","7.004417943518713","8544","Electronics"
"Carbon articles for eletrical purposes","206753","0.0004903200846230754","8545","Electronics"
"Electrical insulators of any material","2602560","0.006172038323200298","8546","Electronics"
"Insulating fittings for electrical machines","30543580","0.07243488960397998","8547","Electronics"
"Waste and scrap of batteries","1323440","0.0031385721744959585","8548","Electronics"
"Parts of railway locomotives","882583","0.0020930684016526374","8607","Vehicles"
"Railway track fixtures","136040","0.00032262237700117133","8608","Vehicles"
"Containers for multimodal transportation","1101774","0.002612885524831583","8609","Vehicles"
"Tractors","772335","0.0018316124194442788","8701","Vehicles"
"Buses","3921001","0.009298755239958614","8702","Vehicles"
"Cars","2876134400","6.820827085436913","8703","Vehicles"
"Motor vehicles for transporting goods","170047824","0.4032728108112087","8704","Vehicles"
"Special purpose motor vehicles","3339215","0.007919034700220276","8705","Vehicles"
"Vehicle chassis fitted with engines","8856311","0.021002970496042495","8706","Vehicles"
"Vehicle Bodies","1169211","0.0027728141137600454","8707","Vehicles"
"Parts of motor vehicles","485201824","1.150668669392708","8708","Vehicles"
"Work trucks","24688","0.000058548230251432804","8709","Vehicles"
"Motorcycles","2612890","0.006196536185258679","8711","Vehicles"
"Bicycles","146254","0.0003468451420606389","8712","Vehicles"
"Wheelchairs","4831","0.000011456841394388848","8713","Vehicles"
"Parts of motorcycles or wheelchairs","449431","0.0010658372355043621","8714","Vehicles"
"Baby carriages","28511","0.00006761457358630106","8715","Vehicles"
"Trailers and semi-trailers","4929208","0.011689744205330711","8716","Vehicles"
"Other aircraft and spacecraft","100964024","0.23943879310852184","8802","Vehicles"
"Parts of other aircraft","469187424","1.1126901057772451","8803","Vehicles"
"Aircraft launching gear","8725","0.000020691563064798734","8805","Vehicles"
"Cargo ships and similar vessels","1003638","0.002380153463751114","8901","Vehicles"
"Fishing vessels","1303691","0.003091736910431006","8902","Vehicles"
"Pleasure or sport boats","66128","0.0001568242615872792","8903","Vehicles"
"Other floating structures","176553","0.00041870000387156576","8907","Vehicles"
"Floating structures for scrapping","953269","0.0022607020780765186","8908","Vehicles"
"Optical fibers","2470872","0.005859736826710072","9001","Machinery"
"Lenses and other optical elements","42557","0.00010092502571331116","9002","Machinery"
"Frames for spectacles, goggles","5292","0.000012550114812483084","9003","Machinery"
"Glasses","391592","0.000928670551710105","9004","Machinery"
"Binoculars and telescopes","16953","0.00004020447778080607","9005","Machinery"
"Photographic cameras","38596","0.00009153141181077042","9006","Machinery"
"Cinematographic cameras and projectors","19677","0.000046664514203558136","9007","Machinery"
"Electrostatic photo-copyers","147794","0.00035049729187379533","9009","Machinery"
"Apparatus and equipment for photographic laboratories, n.e.c.","13269","0.000031467776539462977","9010","Machinery"
"Optical microscopes","82189","0.00019491333830747774","9011","Machinery"
"Microscopes, other than optical","3210","0.000007612597987163775","9012","Machinery"
"Liquid crystal devices","274548","0.0006510976798068037","9013","Machinery"
"Navigational instruments","3002324","0.00712008898417866","9014","Machinery"
"Surveying instruments","837017","0.0019850074546485554","9015","Machinery"
"Balances of a sensitivity < 50 milligram","16692","0.00003958550953325163","9016","Machinery"
"Drafting tables and machines","286505","0.0006794540144275257","9017","Machinery"
"Medical instruments","19855210","0.047087143825767626","9018","Machinery"
"Therapy applicances","135219","0.00032067535427610544","9019","Machinery"
"Other breathing appliances and gas masks","1103340","0.00261659933431691","9020","Machinery"
"Orthopedic appliances","2408998","0.005713001036100175","9021","Machinery"
"X-ray machines","932373","0.0022111466738585204","9022","Machinery"
"Instruments designed for demonstrational purposes","80372","0.00019060427583312366","9023","Machinery"
"Machines for testing the mechanical properties of materials","160572","0.00038080064921958314","9024","Machinery"
"Thermometers, hydrometers etc.","1197026","0.0028387781053528676","9025","Machinery"
"Instruments for measuring properties of liquids or gases","7509152","0.017808148099846367","9026","Machinery"
"Instruments for physical or chemical analysis","4965594","0.011776034545007016","9027","Machinery"
"Gas, liquid or electricity meters","81644","0.00019362085671775677","9028","Machinery"
"Meters","469979","0.0011145673487256212","9029","Machinery"
"Instruments for measuring electricity","22649592","0.05371409298108435","9030","Machinery"
"Measuring instruments","8402204","0.01992604400565091","9031","Machinery"
"Automatic regulating instruments","13815817","0.03276456719165828","9032","Machinery"
"Other parts for machines and appliances","328216","0.0007783727292694536","9033","Machinery"
"Watches with precious metal","349783","0.0008295194273346128","9101","Machinery"
"Watches","522894","0.0012400566392211886","9102","Machinery"
"Clocks with watch movements","1029","0.000002440300102427266","9103","Machinery"
"Instrument panel clocks for vehicles","28688","0.00006803433366222878","9104","Machinery"
"Other clocks","39776","0.00009432981231695525","9105","Machinery"
"Apparatus for measuring intervals of time","8018","0.000019014894286940546","9106","Machinery"
"Time switches","1234","0.0000029264629022305604","9107","Machinery"
"Clock movements, complete","1946","0.000004614989309352245","9109","Machinery"
"Clock movements, complete, unassembled","32587","0.00007728091296190217","9110","Machinery"
"Clock cases","151450","0.00035916759039126287","9112","Machinery"
"Other clock or watch parts","3154","0.000007479792539412632","9114","Machinery"
"Musical instruments, wind","14632","0.000034700166276691705","9205","Machinery"
"Musical instruments, percussion","1621","0.000003844243407225072","9206","Machinery"
"Musical instruments, electric","914","0.0000021675746293668817","9207","Machinery"
"Other musical instruments, n.e.c.","93731","0.00022228548969932955","9208","Machinery"
"Other firearms","11773","0.000027919973863825274","9303","Machinery"
"Munitions of war","20171","0.00004783604797479144","9306","Machinery"
"Swords","1120","0.000002656108955022875","9307","Machinery"
"Seats","305015648","0.7233524947097366","9401","Textiles"
"Medical, dental or veterinary furniture","374336","0.0008877475015959312","9402","Textiles"
"Other furniture and parts","13179090","0.031254552650046806","9403","Textiles"
"Mattresses and bedding","1853388","0.004395357557082086","9404","Textiles"
"Lamps","10851593","0.02573483334246745","9405","Textiles"
"Prefabricated buildings","14511352","0.03441404642561527","9406","Textiles"
"Toys","9709005","0.02302515636148381","9503","Machinery"
"Games","56186","0.00013324655155974574","9504","Machinery"
"Christmas and other festivity articles","11112","0.000026352395275191238","9505","Machinery"
"Sports equipment","2272651","0.005389650600662225","9506","Machinery"
"Fishing and hunting equipment","37013","0.00008777728638594793","9507","Machinery"
"Fairground amusements","1139","0.000002701167946224156","9508","Machinery"
"Worked animal carving material","66622","0.00015799579535851247","9601","Machinery"
"Worked vegetable or mineral carving material","22403","0.0000531292936780156","9602","Machinery"
"Brooms and mops","3131864","0.007427296443137286","9603","Machinery"
"Hand sieves and riddles","74302","0.00017620911390724077","9604","Machinery"
"Travel sets","60318","0.000143045696383098","9605","Machinery"
"Buttons","562925","0.001334991190630582","9606","Machinery"
"Slide fasteners","467721","0.001109212443350227","9607","Machinery"
"Pens","386492","0.0009165757698613401","9608","Machinery"
"Pencils, crayons, pastels, etc.","2701","0.000006405491328139987","9609","Machinery"
"Slates and boards, with writing or drawing surfaces","104480","0.00024777702108999105","9610","Machinery"
"Typewriter ribbons and ink pads","38596","0.00009153141181077042","9612","Machinery"
"Cigarette lighters","86144","0.0002042927230549023","9613","Machinery"
"Smoking pipes","426710","0.0010119537966051884","9614","Machinery"
"Combs, hair-slides etc.","25165","0.00005967944808317022","9615","Machinery"
"Scent sprays","2983","0.000007074261618601104","9616","Machinery"
"Vacuum vessels","43207","0.00010246651751756551","9617","Machinery"
"Mannequins","73735","0.00017486445874876044","9618","Machinery"
"Paintings and drawings","7145925","0.01694674587894807","9701","Textiles"
"Original engravings","11687","0.000027716022640493162","9702","Textiles"
"Sculptures","676906","0.001605300078847066","9703","Textiles"
"Postage or revenue stamps","8690","0.00002060855965995427","9704","Textiles"
"Collectors pieces","2188901","0.005191035310498684","9705","Textiles"
"Antiques >100 years","68797","0.0001631538640881328","9706","Textiles"
"Commodities not specified according to kind","174888208","0.41475190660419925","9999","Other"
"Travel and tourism","3848055552","9.125763224189903","travel","Services"
"Transport","2384067328","5.6538773029270155","transport","Services"
"ICT","7374720000","17.489339136416337","ict","Services"
"Insurance and finance","248203280","0.5886204952446875","financial","Services"
